location,zh_cn,en
site/app/pages/components/button/index.html,默认情况下，所有按钮都会输出一个<code>button</code>标签。 如果要将其更改为 <code>a</code>标记，只需为其指定 href 属性：,"All buttons by default will output a <code>button</code> tag. If you want to change it to a <code>a</code> tag, just pass it a href:"
site/app/pages/components/button/index.html,和 jinge-ui-router 无缝整合,Seamless integration with jinge-ui-router
site/app/pages/components/button/index.html,"按钮可以默认和 jinge-ui-router 整合。可以把 md-button 当 ui-sref 一样使用，为其指定 to, params, active, target 等属性。","Buttons can be integrated with jinge-ui-router by default. You can use the md-button as a ui-sref, and specify to, params, active, target and other attributes for it."
site/app/pages/components/button/index.html,UI Router Buttons,UI Router Buttons
site/app/pages/components/button/index.html,按钮,Button
site/app/pages/components/card/api.js,名称,Name
site/app/pages/components/card/api.js,描述,Description
site/app/pages/components/card/api.js,默认值,Default
site/app/pages/components/card/api.js,卡片在鼠标悬停时启用阴影（elevation）效果,Enables full hover elevation in card.
site/app/pages/components/card/api.js,操作按钮的对齐方式,Alignment of action buttons.
site/app/pages/components/card/api.js,使用 inset 类型的边框,Applies a inset border.
site/app/pages/components/card/api.js,自动调整大小或裁剪图像。可选比例包括：1:1、1/1、4:3、4/3、16:9 或 16/9。,"Resizes or clip the image automatically based on the following options: 1:1 or 1/1, 4:3 or 4/3 and 16:9 or 16/9."
site/app/pages/components/card/api.js,指定使用中等大小的媒介。仅在 md-card-header 内部起作用。,Applies medium size to the media. Works only inside md-card-header.
site/app/pages/components/card/api.js,指定使用大尺寸的媒介。仅在 md-card-header 内部起作用。,Applies big size to the media. Works only inside md-card-header.
site/app/pages/components/card/api.js,根据图像应用自动计算出来的渐变背景。此选项通过提取图像上的明暗度来应用背景颜色，从而增加了文本的清晰度。如果图像较暗，则文本的背景会更亮。如果不是很暗，则背景会更暗。,"Applies a gradient background based on the image. This option increases the legibility of the text, applying background colors by extracting the amount of lightness on the image. If the image is dark the background of the text will be lighter. If it's not dark then the background will be darker. This will be calculated automatically."
site/app/pages/components/card/api.js,以与 textScrim 相同的计算逻辑应用纯色背景。,Applies a solid background with the same calculation logic of the textScrim.
site/app/pages/components/card/index.html,卡片可能包含照片，文字和超链接。它们可能会显示包含大小可变的元素的内容，例如带有可变长度标题的照片。,"Cards may contain a photo, text, and a link about a single subject. They may display content containing elements of varying size, such as photos with captions of variable length."
site/app/pages/components/card/index.html,卡片被拆分成了非常细的子组件。卡片的每个部分都是一个组件。可以按照示例的相同逻辑以任意顺序组合它们。,"The cards components are very granular. Every single part of a card is a component. You can combine them in any order that you'd like, following the same logic of the examples."
site/app/pages/components/card/index.html,常规卡片,Regular Cards
site/app/pages/components/card/index.html,最简单的卡片由卡片头（header）、内容区（content area）和动作按钮（action buttons）构成，依次对应组件 <code>md-card-header</code>、<code>md-card-content</code> 和 <code>md-card-actions</code>。卡片头可以包含标题和副标题，依次通过类 <code>.md-title</code> 和 <code>.md-subhead</code> 指定。内容区可以包含各种文本和图片。动作按钮通常包含 <code>md-button</code> 组件。,"The simplest card structure has a header, content area and action buttons, defined by <code>md-card-header</code>, <code>md-card-content</code> and <code>md-card-actions</code>, respectively. The header may contain a title and a subtitle <code>div</code> or <code>span</code> with classes <code>.md-title</code> and <code>.md-subhead</code>. In the content area, you may use any kind of text elements and for the actions, use at most two <code>md-buttons</code>."
site/app/pages/components/card/index.html,如果想在用户将鼠标悬停在卡片上时添加阴影（elevation），请添加 <code>withHover</code>属性。还可以添加波纹效果，只需要将 <code>md-card</code> 的包裹在 <code>md-ripple</code> 组件里。,"If you want to elevate the card as the user hovers over it, add the <code>withHover</code> property. You can also add a ripple effect in combination with the elevation behavior. For doing so, wrap the <code>md-card</code>'s content in a <code>md-ripple</code> tag."
site/app/pages/components/card/index.html,带图片的卡片,Cards with Images
site/app/pages/components/card/index.html,为了给卡片增添视觉吸引力，可以在 <code>md-header</code> 标签内添加包含有图片（<code>img</code> 标签）的 <code>md-card-media</code> 组件。使用属性 <code>md-medium</code> 和 <code>md-big</code> 可以将图像大小增加到中等或大尺寸。,"To add visual appeal to your cards, you can add images inside the <code>md-header</code> tag with a <code>md-card-media</code> wraping an <code>img</code> tag. It's possible to increase the image size to medium or big with the properties <code>md-medium</code> and <code>md-big</code>."
site/app/pages/components/card/index.html,尽管对于纯文本标题不是必需的，但是当使用 <code>md-card-media</code>时，标题和副标题应包裹在 <code>md-card-header-text</code> 组件周围。,"Although not necessary with text-only headers, when using a <code>md-card-media</code>, the title and subtitle should be wrapped around a <code>md-card-header-text</code> tag."
site/app/pages/components/card/index.html,对于侧面带有操作图标按钮的无文本卡片，请将卡片内容包裹在 <code>md-card-media-actions</code> 组件内。,"For a text-free card with action icon buttons on the side, wrap the card content inside a <code>md-card-media-actions</code> component."
site/app/pages/components/card/index.html,如果要使图像充满整个卡片区域，请将卡片内容包装在 <code>md-card-media-cover</code> 组件内。它的基本结构包括以下组件：,"If you want the image to fill the whole card area, wrap the card content inside a <code>md-card-media-cover</code> component. Its basic structure comprises the following components:"
site/app/pages/components/card/index.html,<code>md-card-media</code>，用于展示图片。图片的缩放比例可以通过 <code>md-card-media</code> 组件的 <code>md-ratio</code> 属性控制。,"<code>md-card-media</code>, where you specify the imagine with an <code>img</code> tag. The image's aspect ratio can be specified with <code>md-card-media</code>'s <code>md-ratio</code> property;"
site/app/pages/components/card/index.html,<code>md-card-area</code>，用于有卡片头（<code>md-header</code>）和动作（<code>md-card-actions</code>）的情况。,"<code>md-card-area</code>, where header (<code>md-header</code>) and actions (<code>md-card-actions</code>) are specified."
